web-scraper-order,web-scraper-start-url,name_of_location,food_address,phone_number,food_availability,food_coordinates,food_coordinates-href
"1588275637-55","https://ccfoodbank.org/food-locator/","EOC - Sanger","","","","",""
"1588275637-346","https://ccfoodbank.org/food-locator/","","5375 N. Maroa Ave.  Fresno,  CA 93704","","","",""
"1588275637-1133","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5582151,%20-119.6130996)"
"1588275637-169","https://ccfoodbank.org/food-locator/","Prather New Life Christian Assembly","","","","",""
"1588275637-930","https://ccfoodbank.org/food-locator/","","","","Open Saturday, April 4th: 9am-11am","",""
"1588275637-358","https://ccfoodbank.org/food-locator/","","5372 E. Belmont Ave.  Fresno,  CA 93727","","","",""
"1588275637-998","https://ccfoodbank.org/food-locator/","","","","Open 1st, 2nd and 4th Fridays at 3pm","",""
"1588275637-1194","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5681969,%20-119.6102519)"
"1588275637-958","https://ccfoodbank.org/food-locator/","","","","Open 4th Saturday, 9:00am  - 12:00pm","",""
"1588275637-957","https://ccfoodbank.org/food-locator/","","","","Open Mondays & Saturdays 9am-12pm and Thursdays, 2pm- 5pm","",""
"1588275637-540","https://ccfoodbank.org/food-locator/","","","559-572-4430","","",""
"1588275637-502","https://ccfoodbank.org/food-locator/","","4649 E. Shields Ave.  Fresno,  CA 93726","","","",""
"1588275637-719","https://ccfoodbank.org/food-locator/","","","836-8165","","",""
"1588275637-780","https://ccfoodbank.org/food-locator/","","","559-627-1660","","",""
"1588275637-676","https://ccfoodbank.org/food-locator/","","","559-228-1880","","",""
"1588275637-380","https://ccfoodbank.org/food-locator/","","2604 E. Dakota Ave.  Fresno,  CA 93726","","","",""
"1588275637-472","https://ccfoodbank.org/food-locator/","","2441 Dockery   Selma,  CA 93662","","","",""
"1588275637-706","https://ccfoodbank.org/food-locator/","","","(415)-724-2746","","",""
"1588275637-265","https://ccfoodbank.org/food-locator/","Zion Mt Christian/Dunlap - USDA","","","","",""
"1588275637-874","https://ccfoodbank.org/food-locator/","","","","Open Last Friday of every month, 10am - 12pm","",""
"1588275637-348","https://ccfoodbank.org/food-locator/","","519 E 11th St, Reed  Reedley,  CA 93654","","","",""
"1588275637-826","https://ccfoodbank.org/food-locator/","","","","Open 2nd Monday, 9:00am -1:00pm","",""
"1588275637-32","https://ccfoodbank.org/food-locator/","Central Valley SDA Church - USDA","","","","",""
"1588275637-521","https://ccfoodbank.org/food-locator/","","3279 W. Jensen Ave.  Fresno,  CA 93706","","","",""
"1588275637-279","https://ccfoodbank.org/food-locator/","","3510 N. Millbrook Ave.  Fresno,  CA 93726","","","",""
"1588275637-268","https://ccfoodbank.org/food-locator/","","3320 Young Rd.  Allensworth,  CA 93219","","","",""
"1588275637-1191","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7626865,%20-119.7915933)"
"1588275637-1156","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3325174,%20-119.6409744)"
"1588275637-74","https://ccfoodbank.org/food-locator/","Fowler Baptist Church  USDA","","","","",""
"1588275637-840","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-1313","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2982339,%20-119.349375)"
"1588275637-928","https://ccfoodbank.org/food-locator/","","","","Open Distribution different locations on last Saturday of month.  Call for assisstance","",""
"1588275637-379","https://ccfoodbank.org/food-locator/","","32576 Road Road.  Ivanhoe,  CA 93235","","","",""
"1588275637-526","https://ccfoodbank.org/food-locator/","","16856 4th St, Huron  Huron,  CA 93234","","","",""
"1588275637-626","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-1159","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.800657,%20-119.6970371)"
"1588275637-235","https://ccfoodbank.org/food-locator/","University Presbytarian Chruch -USDA","","","","",""
"1588275637-773","https://ccfoodbank.org/food-locator/","","","559-735-8055","","",""
"1588275637-689","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-1142","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.72209,%20-119.790749)"
"1588275637-479","https://ccfoodbank.org/food-locator/","","6731 E. Belmont Ave.  Fresno,  CA 93727","","","",""
"1588275637-418","https://ccfoodbank.org/food-locator/","","2033 S Cedar Ave, F  Fresno,  CA 93702","","","",""
"1588275637-1163","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6955563,%20-119.8448829)"
"1588275637-579","https://ccfoodbank.org/food-locator/","","","559-970-1516","","",""
"1588275637-234","https://ccfoodbank.org/food-locator/","Trinity Lutheran Church","","","","",""
"1588275637-1173","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0622227,%20-119.0003906)"
"1588275637-974","https://ccfoodbank.org/food-locator/","","","","Open Every Monday, 3-5 p.m.","",""
"1588275637-594","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-667","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-713","https://ccfoodbank.org/food-locator/","","","559-347-1717","","",""
"1588275637-142","https://ccfoodbank.org/food-locator/","Millbrook Presbyterian Church","","","","",""
"1588275637-115","https://ccfoodbank.org/food-locator/","Kalil McCoy Project","","","","",""
"1588275637-382","https://ccfoodbank.org/food-locator/","","10953 14th St.  Armona,  CA 93202","","","",""
"1588275637-1065","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://ccfoodbank.org/food-locator/#directions"
"1588275637-891","https://ccfoodbank.org/food-locator/","","","","Open : via referral or call number for help.","",""
"1588275637-344","https://ccfoodbank.org/food-locator/","","4867 E. Fillmore Ave.   Fresno,  CA 93727","","","",""
"1588275637-1094","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3334858,%20-119.2571136)"
"1588275637-333","https://ccfoodbank.org/food-locator/","","528 E. King St.  Avenal,  CA 93204","","","",""
"1588275637-956","https://ccfoodbank.org/food-locator/","","","","Open 1st Wednesday, 9am - 12pm","",""
"1588275637-277","https://ccfoodbank.org/food-locator/","","4925 N.7th St.  Fresno,  CA 93606","","","",""
"1588275637-478","https://ccfoodbank.org/food-locator/","","1427 11th Street, R  Reedley,  CA 93654","","","",""
"1588275637-460","https://ccfoodbank.org/food-locator/","","16283 Ave 24 1/2  Chowchilla,  CA 93610","","","",""
"1588275637-316","https://ccfoodbank.org/food-locator/","","36582 Dinero Way, H  Huron,  CA 93234","","","",""
"1588275637-681","https://ccfoodbank.org/food-locator/","","","559-485-6583","","",""
"1588275637-1184","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5126686,%20-119.5561744)"
"1588275637-1277","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.598476,%20-119.448515)"
"1588275637-1193","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8101501,%20-119.8758706)"
"1588275637-1057","https://ccfoodbank.org/food-locator/","","","","Open 1st Monday/ 3rd Monday, 9am - 11am","",""
"1588275637-1210","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7391708,%20-119.2542617)"
"1588275637-393","https://ccfoodbank.org/food-locator/","","552 E. Toulumne St.  Fresno,  CA 93706","","","",""
"1588275637-507","https://ccfoodbank.org/food-locator/","","1821 W. Meadow   Fresno,  CA 93277","","","",""
"1588275637-868","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-1324","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.1995248,%20-120.1005049)"
"1588275637-1103","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(37.0462644,%20-120.1184523)"
"1588275637-141","https://ccfoodbank.org/food-locator/","Mennonite Community Church  USDA","","","","",""
"1588275637-201","https://ccfoodbank.org/food-locator/","St. Anne's Food Pantry","","","","",""
"1588275637-1305","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7875291,%20-119.8671015)"
"1588275637-1249","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.602968,%20-120.1884707)"
"1588275637-678","https://ccfoodbank.org/food-locator/","","","559-291-9199","","",""
"1588275637-1284","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7374771,%20-119.7333289)"
"1588275637-919","https://ccfoodbank.org/food-locator/","","","","Open 2nd Tuesday, 9am -11:00am","",""
"1588275637-566","https://ccfoodbank.org/food-locator/","","","559-583-9300ext 114","","",""
"1588275637-570","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-1104","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.097868,%20-119.5834858)"
"1588275637-506","https://ccfoodbank.org/food-locator/","","4206 W. Dakota Ave.  Fresno,  CA 93722","","","",""
"1588275637-1252","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5635697,%20-119.6111802)"
"1588275637-343","https://ccfoodbank.org/food-locator/","","1805 E. California Ave.  Fresno,  CA 93706","","","",""
"1588275637-182","https://ccfoodbank.org/food-locator/","Salazar Community Center - IPC Selma","","","","",""
"1588275637-1036","https://ccfoodbank.org/food-locator/","","","","Open 2nd Monday, 11am - 1pm","",""
"1588275637-810","https://ccfoodbank.org/food-locator/","","","","Open 2nd Wednesday, 9:30am -2:00pm","",""
"1588275637-14","https://ccfoodbank.org/food-locator/","Bulldog Pantry/ LCM","","","","",""
"1588275637-13","https://ccfoodbank.org/food-locator/","Breaking Free Revival Ctr.","","","","",""
"1588275637-237","https://ccfoodbank.org/food-locator/","Valley Christian Home","","","","",""
"1588275637-155","https://ccfoodbank.org/food-locator/","Open Gate Ministires Inc. - Pantry","","","","",""
"1588275637-402","https://ccfoodbank.org/food-locator/","","1201 E. Yosemite Ave.   Madera,  CA 93638","","","",""
"1588275637-431","https://ccfoodbank.org/food-locator/","","19283 Ave.. Ave Poplar.  Poplar,  CA 93257","","","",""
"1588275637-565","https://ccfoodbank.org/food-locator/","","","559-970-1516","","",""
"1588275637-724","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-1243","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5479783,%20-119.2824944)"
"1588275637-802","https://ccfoodbank.org/food-locator/","","","","Open 1st Tuesday, 2pm - 5pm","",""
"1588275637-1241","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5626214,%20-119.625648)"
"1588275637-350","https://ccfoodbank.org/food-locator/","","500 E. Bush St.  Lemoore,  CA 93245","","","",""
"1588275637-813","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-709","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-483","https://ccfoodbank.org/food-locator/","","23941 Ave. 95  Terra Bella,  CA 93270","","","",""
"1588275637-5","https://ccfoodbank.org/food-locator/","Armona Mobile Pantry","","","","",""
"1588275637-184","https://ccfoodbank.org/food-locator/","San Joaquin Vet. Memorial Hall - Neighborhood Market","","","","",""
"1588275637-451","https://ccfoodbank.org/food-locator/","","5313 Rd Rd.  Alpaugh,  CA 93201","","","",""
"1588275637-740","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-1188","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7628811,%20-119.7633855)"
"1588275637-36","https://ccfoodbank.org/food-locator/","Church of the Nazarene (Laton)","","","","",""
"1588275637-1011","https://ccfoodbank.org/food-locator/","","","","Open 2nd Saturdays, 8-10am","",""
"1588275637-756","https://ccfoodbank.org/food-locator/","","","559-693-2970","","",""
"1588275637-879","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-942","https://ccfoodbank.org/food-locator/","","","","Open 3rd Thursday, 9:00am -11:00am","",""
"1588275637-1182","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3250175,%20-119.6567466)"
"1588275637-1255","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5669878,%20-119.6082874)"
"1588275637-1285","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3137179,%20-119.6839991)"
"1588275637-373","https://ccfoodbank.org/food-locator/","","9191 S. Oleander Ave.  Raisin City,  CA 93652","","","",""
"1588275637-90","https://ccfoodbank.org/food-locator/","Hanford Bilingual SDA","","","","",""
"1588275637-754","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-789","https://ccfoodbank.org/food-locator/","","","559-945-1022","","",""
"1588275637-866","https://ccfoodbank.org/food-locator/","","","","Open 1st & 3rd Wednesday 
, 7:45am - 9:45am","",""
"1588275637-876","https://ccfoodbank.org/food-locator/","","","","Open 4th Tuesday, 9:00am -11:30am","",""
"1588275637-396","https://ccfoodbank.org/food-locator/","","21 W. Jordan  Clovis,  CA 93611","","","",""
"1588275637-61","https://ccfoodbank.org/food-locator/","Father Hannibal House","","","","",""
"1588275637-424","https://ccfoodbank.org/food-locator/","","9690 N. Dos Palos Rd  Firebaugh,  CA 93622","","","",""
"1588275637-1250","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(35.8873429,%20-119.4863572)"
"1588275637-17","https://ccfoodbank.org/food-locator/","Butler Pentecostal Church - Neighborhood Market","","","","",""
"1588275637-645","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-400","https://ccfoodbank.org/food-locator/","","801 Lilly St.  Madera,  CA 93638","","","",""
"1588275637-909","https://ccfoodbank.org/food-locator/","","","","Open 3rd Saturday, 9am-11am (Beginning 1/18/20)","",""
"1588275637-367","https://ccfoodbank.org/food-locator/","","863 11th St.  Orange Cove,  CA 93646","","","",""
"1588275637-871","https://ccfoodbank.org/food-locator/","","","","Open 2nd Tuesday, 11am - 1pm","",""
"1588275637-1175","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2031148,%20-119.3740083)"
"1588275637-352","https://ccfoodbank.org/food-locator/","","1620 Church Avenue,  Sanger,  CA 93657","","","",""
"1588275637-198","https://ccfoodbank.org/food-locator/","South Valley Community Church - Mobile Pantry","","","","",""
"1588275637-213","https://ccfoodbank.org/food-locator/","Sunnyside Community Church","","","","",""
"1588275637-623","https://ccfoodbank.org/food-locator/","","","559-582-4434","","",""
"1588275637-178","https://ccfoodbank.org/food-locator/","Rural Communities Resource Center","","","","",""
"1588275637-1229","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.1422205,%20-120.3630133)"
"1588275637-267","https://ccfoodbank.org/food-locator/","","Placeholder address.","","","",""
"1588275637-743","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-430","https://ccfoodbank.org/food-locator/","","160 E. Birch St.  Coalinga,  CA 93210","","","",""
"1588275637-692","https://ccfoodbank.org/food-locator/","","","559-864-8224","","",""
"1588275637-31","https://ccfoodbank.org/food-locator/","Central Sierra Chamber of Commerce - USDA","","","","",""
"1588275637-323","https://ccfoodbank.org/food-locator/","","5920 W Hampton Way,  Fresno,  CA 93722","","","",""
"1588275637-469","https://ccfoodbank.org/food-locator/","","4147 E. Dakota Avenue.  Fresno,  CA 93726","","","",""
"1588275637-105","https://ccfoodbank.org/food-locator/","Iglesia de Dios Auxilio Divino","","","","",""
"1588275637-1050","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-658","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-204","https://ccfoodbank.org/food-locator/","St. James Protestant Episcopal Bishop - Pantry","","","","",""
"1588275637-130","https://ccfoodbank.org/food-locator/","Links 2 Hope","","","","",""
"1588275637-239","https://ccfoodbank.org/food-locator/","Valley Life Community Church","","","","",""
"1588275637-646","https://ccfoodbank.org/food-locator/","","","559-493-0265","","",""
"1588275637-818","https://ccfoodbank.org/food-locator/","","","","Open 1st Monday of each month10:30am-12:30pm","",""
"1588275637-984","https://ccfoodbank.org/food-locator/","","","","Open 2nd Wednesday, 8:00am -12:00pm","",""
"1588275637-341","https://ccfoodbank.org/food-locator/","","422 E. Shields Ave.  Fresno,  CA 93704","","","",""
"1588275637-408","https://ccfoodbank.org/food-locator/","","3620 N. Millbrook Ave.  Fresno,  CA 93726","","","",""
"1588275637-1130","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8563011,%20-120.4501003)"
"1588275637-892","https://ccfoodbank.org/food-locator/","","","","Open 1st Saturday, 9am -11:00am","",""
"1588275637-94","https://ccfoodbank.org/food-locator/","Holy Ground Family Fellowship - USDA","","","","",""
"1588275637-563","https://ccfoodbank.org/food-locator/","","","559-336-2800 Ext. 243","","",""
"1588275637-1003","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-904","https://ccfoodbank.org/food-locator/","","","","Open 2nd Wednesday, 9am  - 12pm","",""
"1588275637-109","https://ccfoodbank.org/food-locator/","Iglesia Jesus es el Senor","","","","",""
"1588275637-1151","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7145365,%20-119.5617396)"
"1588275637-717","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-686","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-641","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-992","https://ccfoodbank.org/food-locator/","","","","Open 1st Friday, 9am - 12pm","",""
"1588275637-770","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-4","https://ccfoodbank.org/food-locator/","Apostolic Faith Tabernacle","","","","",""
"1588275637-1197","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8112140,%20-119.8166850)"
"1588275637-1041","https://ccfoodbank.org/food-locator/","","","","Open Call for Assistance","",""
"1588275637-1012","https://ccfoodbank.org/food-locator/","","","","Open 3rd Friday, 3-5 p.m.","",""
"1588275637-192","https://ccfoodbank.org/food-locator/","Seventh Day Adventist  - Hanford","","","","",""
"1588275637-580","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-195","https://ccfoodbank.org/food-locator/","Shrine of Our Lady of Fatima  USDA","","","","",""
"1588275637-1086","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2041710,%20-119.3509880)"
"1588275637-228","https://ccfoodbank.org/food-locator/","The Salvation Army Visalia - Neighborhood Market","","","","",""
"1588275637-1147","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6008339,%20-119.4436019)"
"1588275637-809","https://ccfoodbank.org/food-locator/","","","","Open 4th Wednesday, 2pm - 4pm","",""
"1588275637-851","https://ccfoodbank.org/food-locator/","","","","Open 4/17 9am until runs out
Distribution will take place on the street","",""
"1588275637-62","https://ccfoodbank.org/food-locator/","Feed My Sheep","","","","",""
"1588275637-637","https://ccfoodbank.org/food-locator/","","","559-273-4367","","",""
"1588275637-138","https://ccfoodbank.org/food-locator/","Manna House of Oakhurst","","","","",""
"1588275637-729","https://ccfoodbank.org/food-locator/","","","559-455-1119","","",""
"1588275637-221","https://ccfoodbank.org/food-locator/","The LEAP Institution","","","","",""
"1588275637-1253","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5684621,%20-119.6094414)"
"1588275637-18","https://ccfoodbank.org/food-locator/","Butler Pentecostal Church - Pantry","","","","",""
"1588275637-1226","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7695383,%20-119.8180937)"
"1588275637-718","https://ccfoodbank.org/food-locator/","","","559-486-9993","","",""
"1588275637-409","https://ccfoodbank.org/food-locator/","","1201 E. Manning Ave.  Reedley,  CA 93654","","","",""
"1588275637-222","https://ccfoodbank.org/food-locator/","The Salvation Army - Hanford - Neighborhood Market","","","","",""
"1588275637-541","https://ccfoodbank.org/food-locator/","","","559-734-1572","","",""
"1588275637-1077","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.806134,%20-120.0151942)"
"1588275637-311","https://ccfoodbank.org/food-locator/","","915 S. Mooney Blvd.   Visalia,  CA 93277","","","",""
"1588275637-448","https://ccfoodbank.org/food-locator/","","1800 Sheridan St, S  Selma,  CA 93662","","","",""
"1588275637-1146","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7017489,%20-119.8010571)"
"1588275637-1038","https://ccfoodbank.org/food-locator/","","","","Open 3rd Saturday, 8am- 10am","",""
"1588275637-491","https://ccfoodbank.org/food-locator/","","1825 W. Front St.   Selma,  CA 93662","","","",""
"1588275637-1206","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7580372,%20-119.7267228)"
"1588275637-389","https://ccfoodbank.org/food-locator/","","1480 N. Millbrook Ave.  Fresno,  CA 93703","","","",""
"1588275637-2","https://ccfoodbank.org/food-locator/","Allensworth Elementary School","","","","",""
"1588275637-693","https://ccfoodbank.org/food-locator/","","","559-237-7603","","",""
"1588275637-978","https://ccfoodbank.org/food-locator/","","","","Open Call for Assistance","",""
"1588275637-518","https://ccfoodbank.org/food-locator/","","555 College Ave.  Lemoore,  CA 93245","","","",""
"1588275637-1270","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.206829,%20-119.3307064)"
"1588275637-726","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-1239","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3326879,%20-119.3009371)"
"1588275637-391","https://ccfoodbank.org/food-locator/","","1625 E. Pine Ave  Fresno,  CA 93727","","","",""
"1588275637-882","https://ccfoodbank.org/food-locator/","","","","Open 4th Saturday, 9am - 11am","",""
"1588275637-309","https://ccfoodbank.org/food-locator/","","925 13th Ave.   Hanford,  CA 93230","","","",""
"1588275637-1082","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7284173,%20-119.7649973)"
"1588275637-1102","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.974246,%20-120.0532981)"
"1588275637-986","https://ccfoodbank.org/food-locator/","","","","Open 4th Tuesday, 8:30am -11:00am","",""
"1588275637-808","https://ccfoodbank.org/food-locator/","","","","Open 3rd Thursday, 10am - 12pm","",""
"1588275637-538","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-1168","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0066696,%20-120.1249169)"
"1588275637-1200","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.9910774,%20-120.074693)"
"1588275637-321","https://ccfoodbank.org/food-locator/","","451 Academy Ave.  Sanger,  CA 93657","","","",""
"1588275637-20","https://ccfoodbank.org/food-locator/","Call to Glory Ministries","","","","",""
"1588275637-550","https://ccfoodbank.org/food-locator/","","","559-268-0094","","",""
"1588275637-737","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-217","https://ccfoodbank.org/food-locator/","Terra Bella Veteran's Memorial Building","","","","",""
"1588275637-831","https://ccfoodbank.org/food-locator/","","","","Open 1st Friday, 10:00am -12:00pm","",""
"1588275637-1304","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5823765,%20-119.6099802)"
"1588275637-544","https://ccfoodbank.org/food-locator/","","","559-843-2657","","",""
"1588275637-897","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-599","https://ccfoodbank.org/food-locator/","","","559-386-5191","","",""
"1588275637-1116","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7553347,%20-120.3888781)"
"1588275637-227","https://ccfoodbank.org/food-locator/","The Salvation Army Tulare","","","","",""
"1588275637-590","https://ccfoodbank.org/food-locator/","","","559-803-7517","","",""
"1588275637-607","https://ccfoodbank.org/food-locator/","","","559-221-4247","","",""
"1588275637-855","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-1032","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-180","https://ccfoodbank.org/food-locator/","Rural Foundation for Community Advancement","","","","",""
"1588275637-893","https://ccfoodbank.org/food-locator/","","","","Open 1st Saturday, 9am - 11am","",""
"1588275637-185","https://ccfoodbank.org/food-locator/","Save the Children (Alpaugh)","","","","",""
"1588275637-457","https://ccfoodbank.org/food-locator/","","1021 S Burke St.  Visalia,  CA 93292","","","",""
"1588275637-515","https://ccfoodbank.org/food-locator/","","1343 E. Barstow Ave.  Fresno,  CA 93710","","","",""
"1588275637-78","https://ccfoodbank.org/food-locator/","Fresno Sequoia Spanish SDA - USDA","","","","",""
"1588275637-672","https://ccfoodbank.org/food-locator/","","","559-515-6560","","",""
"1588275637-1154","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8300996,%20-119.9161163)"
"1588275637-406","https://ccfoodbank.org/food-locator/","","949 Waterman Ave.  Fresno,  CA 93706","","","",""
"1588275637-696","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-700","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-357","https://ccfoodbank.org/food-locator/","","380 E. Ivy St.  Hanford,  CA 93230","","","",""
"1588275637-1198","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.9755486,%20-120.0558722)"
"1588275637-771","https://ccfoodbank.org/food-locator/","","","559-896-1123","","",""
"1588275637-164","https://ccfoodbank.org/food-locator/","Pleasant Valley Christian Church","","","","",""
"1588275637-298","https://ccfoodbank.org/food-locator/","","3901 E. Clinton Ave.  Fresno,  CA 93703","","","",""
"1588275637-183","https://ccfoodbank.org/food-locator/","San Joaquin Vet. Memorial Hall - Mobile Pantry","","","","",""
"1588275637-914","https://ccfoodbank.org/food-locator/","","","","Open 1st Wednesday, 10am - 12:30pm","",""
"1588275637-1266","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0605845,%20-119.0122812)"
"1588275637-742","https://ccfoodbank.org/food-locator/","","","559-237-5551","","",""
"1588275637-1079","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8083065,%20-119.7473103)"
"1588275637-829","https://ccfoodbank.org/food-locator/","","","","Open 1st Saturday, 9:00am -12:00pm","",""
